,year,month,day,header,notice,copyright_holder,github_url,copyright_url,github_user
10,2013,04,23,Dragon-Asset-Corp.md,True,,['https://github.com/gbstack/charts'],,
11,2013,03,12,DxO-Labs.md,True,,"['https://github.com/TheMuppets/proprietary_vendor_htc', 'https://github.com/htc-msm8960/proprietary_vendor_htc', 'https://github.com/rohanmathur/aosp_device_htc_evita/tree/master/vendor/proprietary/lib', 'https://github.com/CyanogenMod/android_device_htc_ville/pull/1/files', 'https://github.com/xkonni/android_device_htc_ville_old/blob/master/proprietary_files.txt', 'https://github.com/Bajee11/device_htc_msm8960-common/blob/master/common-proprietary-files.txt', 'https://github.com/midnight88/android_device_moto_asanti/blob/master/proprietary-files.txt', 'https://github.com/lmartin92/android_device_moto_asanti/blob/master/proprietary-files.txt', 'https://github.com/hfase01/android_device_moto_asanti/blob/master/proprietary-files.txt', 'https://github.com/intervigilium/android_device_htc_ville/pull/5/files', 'https://github.com/timothyswt/android_device_htc_ville/blob/master/proprietary-files.txt', 'https://github.com/cofface/android_htc_device_dlx/blob/master/proprietary-files.txt']",,
12,2013,12,05,PatSaTECH.md,True,,['https://github.com/alexxxa/Shipping-Details-Plugin-for-WooCommerce'],"['http://codecanyon.net/item/shipping-details-plugin-for-woocommerce/2018867', 'http://progsfiles.com/download/5/aHR0cDovL2xldGl0Yml0Lm5ldC9kb3dubG9hZC82OTMzMS42MThlOTQxNTZiYjg4ODRlZjI5MWE3NDUwYjU3L3NoaXBwaW5nLWRldGFpbHMtcGx1Z2luLWZvci13b29jb21tZXJjZV92MS42LnJhci5odG1s']",
13,2013,07,02,CCP-hf.md,True,,['https://github.com/jessesherlock/eveonline'],['http://www.ccpgames.com/en/home'],
14,2013,04,03,PamConsult-GmbH.md,True,,['https://github.com/ScavixSoftware/WebFramework'],['http://www.scavix.com'],
15,2013,05,30,Bank-of-America-counternotice.md,False,,,,
16,2013,04,03,wasuremono-nakushitai.md,True,,['https://gist.github.com/soto-yamauchi'],"['http://www.mitaka.ne.jp/ruby/ruby2012/work.html', 'http://www.mitaka.ne.jp/ruby/ruby2012/index.html']",
17,2013,05,09,MCSL.md,True,,['https://github.com/brodlum/list'],"['http://minecraft-serverlisting.com', 'http://www.copyright.gov/title17/92chap5.html#512']",
18,2013,09,30,codility.md,True,,['https://github.com/bmenendez/codility/tree/master/negabinary_integers'],['http://codility.com/c/intro/6BGXAG-UEG'],
19,2013,08,09,Tasharen-Entertainment.md,True,,"['https://github.com/liyonghelpme/UnityBusiness/tree/master/Assets/NGUI', 'https://github.com/liyonghelpme/UnityBusiness/blob/master/Assets/NGUI/Scripts/UI/UISprite.cs']",['http://www.tasharen.com/?page_id=140'],
20,2013,06,27,Symbolset.md,True,,"['https://github.com/modernassembly/threesixtyjs/tree/master/assets/css/webfonts', 'https://github.com/modernassembly/imageloader/tree/master/css/webfonts', 'https://github.com/modernassembly/windows/tree/master/css/webfonts', 'https://github.com/nick-jonas/SliderJS/tree/master/example/assets/fonts', 'https://github.com/nick-jonas/nick-jonas.github.com']",,
21,2013,08,12,Esoteric-Software.md,True,,"['https://github.com/NosicLin/Faeris-Tool/tree/master/Spine%20Skeleton', 'https://github.com/NosicLin']","['http://esotericsoftware.com/', 'http://esotericsoftware.com/spine/files/license.txt']",
22,2013,02,21,Capgemini.markdown,True,,"['https://github.com/vaswin/JavaUtilities/tree/JavaUtilities/Omegaws/ws', 'https://github.com/vaswin']",,
23,2013,09,30,ASHRAE.md,True,,"['https://github.com/nmattise/IMT/commit/db698f05f5c5c217355ca1db1fe75b8ff61d0291', 'https://github.com/nmattise']",['http://www.techstreet.com/ashrae/products/1717813'],
24,2013,05,11,Beepa.md,True,,['https://github.com/downloads/NovakTutorials/Fraps/Fraps%203.4.2.zip'],,
25,2013,06,27,DeeThemes.md,True,,"['https://github.com/vincent-li/smarticon', 'https://github.com/vincent-li/svgicon']","['http://codecanyon.net/item/livicons-303-truly-animated-vector-icons/4618985', 'http://livicons.com']",
26,2013,03,06,LayerVault-counternotice.md,False,,['https://github.com/github/dmca/commit/735e17614cca63102b8414ed2846c3effbfe9535'],,
27,2013,01,07,chevereto.markdown,True,,"['https://github.com/getchevereto/chevereto', 'https://github.com/getchevereto']","['http://chevereto.com', 'http://demo.chevereto.com', 'http://chevereto.com/license']",
28,2013,11,18,Ardeun.md,True,,['https://github.com/JustJavaGuy/My-Payeeze'],,
29,2013,02,08,MaNGOs-counternotice.markdown,False,,,,
30,2013,02,19,iLightBox.markdown,True,,['https://github.com/icleitoncosta/iLightBox'],['http://codecanyon.net/item/ilightbox-revolutionary-lightbox-plugin/3716175'],
31,2013,05,01,AppThemer.md,True,,['https://github.com/nurdymuny/fundify/'],['http://themeforest.net/item/fundify-crowdfunding-wordpress-theme/4257622'],
32,2013,09,03,Observium.md,True,,"['https://github.com/jcollie/observium', 'https://github.com/jcollie/observium/blob/master/LICENSE', 'https://github.com/jcollie']",['http://www.observium.org/svn/observer/trunk/'],
33,2013,03,21,DxO-Labs-counternotice.md,False,,"['https://github.com/CyanogenMod/android_device_htc_ville/pull/1/files', 'https://github.com/intervigilium/android_device_htc_ville/pull/5/files']",,
34,2013,04,22,Booz-Allen-Hamilton.md,True,,['https://github.com/sungang/LM-Embedding'],,
35,2013,01,10,user-management-system.markdown,True,,['https://github.com/ishubhajeet/user-management-system'],['http://codecanyon.net/item/php-login-user-management/49008'],
36,2013,10,24,WHMCSLtd.markdown,True,,['https://github.com/MtimerCMS/whmcs_5.2.10_decoded_nulled_mtimer'],['http://www.whmcs.com/features/'],
37,2013,09,19,Tasharen.md,True,,"['https://github.com/dolbster/psychic-octo-tyrion/tree/master/Kingdoms/Assets', 'https://github.com/dolbster/psychic-octo-tyrion/tree/master/Kingdoms/Assets/NGUI', 'https://github.com/dolbster/psychic-octo-tyrion/tree/master/Kingdoms/Assets/TNet', 'https://github.com/dolbster/psychic-octo-tyrion/blob/master/Kingdoms/Assets/NGUI/ReadMe%20-%202.2.3.txt', 'https://github.com/dolbster/psychic-octo-tyrion/blob/master/Kingdoms/Assets/TNet/ReadMe%20-%201.7.0.txt']","['http://www.tasharen.com/?page_id=140', 'http://www.tasharen.com/?page_id=4518']",
38,2013,07,24,Ucamco.md,True,,['https://github.com/mlucas/CMPE174Tutorial/blob/master/Appnotes/rs274xrevd_e.pdf'],,
39,2013,06,06,PulsarAffect.md,True,,['https://github.com/FTGCyborg/perp'],['http://dramaunlimited.org/'],
40,2013,07,27,Unity.md,True,,"['https://github.com/neight-allen/ld48.4.13/tree/master/Assets/Cartoon%20FX', 'https://github.com/TravisChen/OuyaCreate/tree/master/Assets/Add-Ons/Cartoon%20FX', 'https://github.com/TravisChen/iam8bit-es-game/tree/master/Assets/Add-Ons/Cartoon%20FX']","['http://www.unity3d.com', 'https://www.assetstore.unity3d.com/#/content/4010', 'https://www.assetstore.unity3d.com/#/content/4274']",
41,2013,07,22,BSA-TechSmith.md,True,,['https://gist.github.com/madeinheaven/5958708'],,
42,2013,03,25,Apple-Inc.md,True,,"['https://github.com/manishnath/Projects-Repository/tree/master/MFi%20Documentation', 'https://github.com/manishnath/Projects-Repository/tree/master/MFi%20Documentation/iPod_Connectors_R19']",,
43,2013,08,12,Straight-Pride-UK.md,True,,['https://gist.github.com/anonymous/6210126'],,
44,2013,07,18,caitp-libwebvtt-counternotice.md,False,,"['https://github.com/humphd/webvtt', 'https://github.com/rillian/webvtt', 'https://github.com/mozilla/webvtt', 'https://github.com/RickEyre/webvtt', 'https://github.com/jraff/webvtt', 'https://github.com/daleee/webvtt', 'https://github.com/ShayanZafar/webvtt', 'https://github.com/KyleBarnhart/webvtt', 'https://github.com/mafidchao/webvtt', 'https://github.com/limed3/webvtt', 'https://github.com/Lynart/webvtt', 'https://github.com/dperit/webvtt', 'https://github.com/datorman/webvtt']",,
45,2013,12,30,SimpleMachines-2.md,True,,['https://github.com/tapatalk/tapatalk-smf2/tree/master/mobiquo/include'],['http://download.simplemachines.org/'],
46,2013,02,22,ShowMojo.markdown,True,,"['https://github.com/Vladimirusinov/Core', 'https://github.com/ShowMojo/Core']",,
47,2013,10,23,GoPago.markdown,True,,"['https://github.com/GoPago/pma-android', 'https://github.com/GoPago/platform-rails', 'https://github.com/krokhale/android-stuff', 'https://github.com/krokhale/reporting', 'https://github.com/krokhale/stuff']",,
48,2013,04,11,Lyon-Science-Transfert.md,True,,"['https://github.com/yannicktocquet/COSMO', 'https://github.com/yannicktocquet']",,
49,2013,11,20,InternicheTechnologies.md,True,,"['https://github.com/befedo/uC-OSonNIOSII_SBT_BSP/tree/master/iniche', 'https://github.com/Scrts/FPGA-Projects/tree/master/software/webserver_pipelined_bsp/iniche', 'https://github.com/robdigital/ECE492/tree/master/niosII_microc_fp2/software/WebServer2_bsp/iniche', 'https://github.com/tew/Digibutler/tree/master/SW_Main_Board/src/projects/NicheLite']",,
50,2013,06,28,Opoloo-GbR.md,True,,"['https://github.com/thetutlage', 'https://github.com/thetutlage/Free-Android-Icons']",['http://www.androidicons.com/'],
51,2013,02,08,Railcraft.markdown,True,,['https://github.com/PlusPlusPack/PlusPlusPack/tree/master/mods/Railcraft'],"['http://railcraft.wikispaces.com/Download+%28Info%29', 'https://minecraft.net/terms', 'http://www.youtube.com/watch?feature=player_detailpage&v=1uTl3aWEvEA#t=763s', 'http://railcraft.wikispaces.com/License+%28Info%29']",
52,2013,03,06,LayerVault.md,True,,,,
53,2013,12,30,SimpleMachines-1.md,True,,['https://github.com/spoficial/Spirate2.4/'],"['http://download.simplemachines.org/index.php?archive;version=75', 'http://spirate.net/']",
54,2013,09,04,pulsareffect.md,True,,['https://github.com/Glitchware/Perp3-Gmod13'],"['http://dramaunlimited.org/', 'http://www.youtube.com/watch?v=odbjY4QuttM', 'http://www.facepunch.com/members/members/46850']",
55,2013,10,15,PrimeFaces-counternotice.md,False,,['https://github.com/primefaces.github.com'],['https://code.google.com/p/primefaces/'],
56,2013,10,29,EELtd.markdown,True,,"['https://github.com/brameshreddy/SAMPLEGIT', 'https://github.com/brameshreddy...OP/EE-DTP_SHOP/EE_DTP_SHOP.xml']",,
57,2013,10,23,Thavis.markdown,True,,['https://github.com/binhdocco/360ImageViewer'],"['http://www.js360viewer.com', 'http://js360viewer.com/english/download.html', 'http://js360viewer.com/english/terms-und-conditions.html', 'http://www.thavis.com', 'mailto:info@thavis.com']",
58,2013,03,28,Nsp-Code.md,True,,"['https://github.com/wesbos/WP-Hit-The-Ground-Running/tree/master/CODE/wp-content/plugins/advanced-taxonomy-terms-order', 'https://github.com/iwillhappy1314/chlib/tree/master/pligins/advanced-taxonomy-terms-order', 'https://github.com/wesbos/WP-Hit-The-Ground-Running/blob/master/CODE/wp-content/plugins/advanced-taxonomy-terms-order/license.txt']","['http://www.nsp-code.com/premium-plugins/wordpress-plugins/advanced-taxonomy-terms-order/', 'http://codecanyon.net/item/advanced-taxonomy-terms-order/discussion/971496']",
59,2013,04,04,PamConsult-GmbH-counternotice.md,False,,"['https://github.com/github/dmca/blob/master/2013-04-03-PamConsult-GmbH.md', 'https://github.com/ScavixSoftware/WebFramework']",['http://www.scavix.com/'],
60,2013,04,10,Sovren-Group.md,True,,"['https://github.com/DavidIHunt/AutoAgent', 'https://github.com/DavidIHunt/AutoAgent/blob/master/Src/CVProcessor/bin/Debug/SrpAllInOne.dll', 'https://github.com/DavidIHunt/AutoAgent/blob/master/Src/CVProcessor/bin/Debug/DocumentConversion.dll', 'https://github.com/DavidIHunt/AutoAgent/tree/master/lib/SrpAllInOne.dll', 'https://github.com/DavidIHunt/AutoAgent/tree/master/lib/DocumentConversion.dll', 'https://github.com/DavidIHunt/AutoAgent/tree/master/Src/CVProcessor/bin/Debug/SrpAllInOne.dll', 'https://github.com/DavidIHunt/AutoAgent/tree/master/Src/CVProcessor/bin/Debug/DocumentConversion.dll']",,
61,2013,05,22,Grooveshark.md,True,,['https://github.com/wearefractal/groovr'],,
62,2013,10,02,PrimeFaces.md,True,,['https://github.com/primefaces'],"['http://www.primefaces.org', 'http://www.primefaces.org/downloads.html', 'http://www.primefaces.org/elite/license.xhtml']",
63,2013,02,28,Internet-Business-Solutions-Sl.markdown,True,,"['https://github.com/webmavens/multipleect/tree/master/master', 'https://github.com/webmavens/multipleect/tree/master/master/vsadmin', 'https://github.com/webmavens/multipleect']",,
64,2013,06,03,Atlassian.md,True,,"['https://github.com/thelabtech/confluence', 'https://github.com/thelabtech/fisheye']",['http://www.atlassian.com/software'],
65,2013,06,20,Infosys.md,True,,['https://github.com/ndeloof/sonar-plugins/tree/master/jlint'],,
66,2013,02,07,Spout-LLC.markdown,True,,,,
67,2013,09,18,Designmodo.md,True,,['https://github.com/kendugu/flat-ui-p'],['http://designmodo.com/flat/'],
68,2013,06,28,S-P-Capital-IQ.md,True,,"['https://github.com/sokano/Code-Snippets', 'https://github.com/sokano/Code-Snippets/tree/master/Moban']",,
69,2013,07,12,caitp-libwebvtt.md,True,,"['https://github.com/caitp/libwebvtt', 'https://github.com/mozilla/webvtt', 'https://github.com/humphd/webvtt', 'https://github.com/rillian/webvtt', 'https://github.com/RickEyre/webvtt', 'https://github.com/jraff/webvtt', 'https://github.com/daleee/webvtt', 'https://github.com/ShayanZafar/webvtt', 'https://github.com/KyleBarnhart/webvtt', 'https://github.com/mafidchao/webvtt', 'https://github.com/limed3/webvtt', 'https://github.com/Lynart/webvtt', 'https://github.com/dperit/webvtt', 'https://github.com/datorman/webvtt']",,
70,2013,07,29,ZeroTurnaround.md,True,,['https://github.com/ddatsh/jrebel'],"['http://zeroturnaround.com/software/jrebel/', 'http://zeroturnaround.com/software/jrebel/download/thank-you/?file=jrebel-5.3.1-nosetup.zip', 'http://zeroturnaround.com/']",
71,2013,02,05,MaNGOs.markdown,True,,"['https://github.com/cMangos/mangos-classic', 'https://github.com/cMangos/mangos-tbc', 'https://github.com/cMangos/mangos-wotlk', 'https://github.com/cMangos/mangos-cata']",['http://getmangos.com/'],
72,2013,11,11,W3MG.md,True,,"['https://github.com/pedrolopez/resultpeeps', 'https://github.com/pedrolopez/r...ctional/contact_mailer_test.rb']",,
73,2013,10,28,WHMCSLtd.markdown,True,,['https://github.com/MtimerCMS/whmcs_5.2.12_decoded_nulled_mtimer'],['http://www.whmcs.com/features/'],
74,2013,10,10,ufinity.markdown,True,,,,
75,2013,08,28,national-australia-bank.markdown,True,,"['https://github.com', 'https://github.com/danielbe/NAB-Helper']",,
76,2013,05,26,DeeThemes.md,True,,"['https://github.com/vincent-li/svgicon', 'https://github.com/phoenixg/truelove/tree/master/material/livicons']","['http://codecanyon.net/item/livicons-303-truly-animated-vector-icons/4618985', 'http://livicons.com']",
77,2013,01,28,iaai-software-magic-parser.markdown,True,,['https://github.com/aikivlad/IPL'],,
78,2013,11,08,DCSoft.md,True,,"['https://github.com/springSmile/td', 'https://github.com/springSmile/...ob/master/WebRoot/license.html', 'https://github.com/springSmile/...r/src/com/tdgogou/Setting.java', 'https://github.com/springSmile/']",['http://www.shopxx.net'],
79,2013,12,31,SocialHood-1.md,True,,"['https://github.com/cisdev383/socialwork', 'https://github.com/socialhood/']",['https://socialhood.com'],
80,2013,09,20,WebsiteDesignz.md,True,,"['https://github.com/WSD-Source/visnu', 'https://github.com/WSD-Source/suzzae']","['http://www.wsddev3.com/dev/npatel/', 'http://www.wsddev3.com/dev/suzzae/index.php']",
81,2013,07,22,Pearson-Education.md,True,,"['https://github.com/tuchangwei/iOS-EBook/blob/master/Cocoa%20Design%20Patterns.pdf', 'https://github.com/wfwei/storage/raw/master/books/tech/Effective%20Java%202nd%20Edition.pdf', 'https://github.com/hadv/ebook/raw/master/cocoa-recipes-for-mac-os-x-2nd-edition.9780321670410.52533.pdf']",,
82,2013,09,20,FragRadio.md,True,,['https://github.com/OfficialRC1/FragRadio-iOS-Radio'],,
83,2013,09,17,Minecraft.md,True,,['https://github.com/solacemc/Minecraft-Source'],,
84,2013,01,04,ee-language-russian.markdown,True,,['https://github.com/EllisLab/EE-Language-Russian'],['http://ellislab.com/'],
85,2013,02,11,Railcraft-counternotice.markdown,False,,,,
86,2013,10,25,Qrolik.markdown,True,,"['https://github.com/tjuryakin/qrolik.com', 'https://github.com/tjuryakin/qrolik.com/tree/master/markup', 'https://github.com/tjuryakin/qr...com/blob/master/markup/images/', 'https://github.com/tjuryakin/qrolik.com/www/favicon.ico', 'https://github.com/tjuryakin/qr...c/contacts_company.tplcontains', 'https://github.com/tjuryakin/qr...r_rules_qrolik_com.pdfcontains']",['http://qrolik.com'],
87,2013,05,20,The-MathWorks-Inc.md,True,,['https://github.com/zku/MatlabDecompiler'],,
88,2013,08,02,DCSoft.md,True,,"['https://github.com/DreamFoundry', 'https://github.com/DreamFoundry/xifuhui-web/blob/master/WebContent/license.html', 'https://github.com/DreamFoundry/xifuhui-new/blob/master/src/main/webapp/license.html', 'https://github.com/DreamFoundry/xifuhui-web/blob/master/src/net/shopxx/Setting.java', 'https://github.com/DreamFoundry/xifuhui-web/blob/master/src/net/shopxx/Template.java', 'https://github.com/DreamFoundry/Dream-Document', 'https://github.com/DreamFoundry/xifuhui-web', 'https://github.com/DreamFoundry/xifuhui-new']",['http://www.shopxx.net'],
89,2013,05,29,Bank-of-America.md,True,,['https://github.com/adamdonahue/nodes'],,
90,2013,11,21,Cartwheel-Web-LLC.md,True,,"['https://github.com/watsy0007/two-scoops-django-best-practices1.5-chinese', 'https://github.com/compfaculty/2django']",,
91,2013,11,01,WHMCSLtd.md,True,,['https://github.com/whmcs5/whmcs'],['http://www.whmcs.com/features/'],
92,2013,04,11,Sovren-Group.md,True,,"['https://github.com/RC117/AutoAgent', 'https://github.com/RC117/AutoAgent/tree/master/ARS_Website/ReferencedAssemblies/SrpAllInOne.dll', 'https://github.com/RC117/AutoAgent/tree/master/ARS_Website/ReferencedAssemblies/DocumentConversion.dll']",,
93,2013,05,10,Blizzard-Entertainment.md,True,,['https://github.com/justicezyx/interview/blob/49aff84a9ddc6c6c7c3178b99d235f200162ba20/minvm/README'],"['http://webreply.copyright-compliance.com/WebReply?webreplyhash=01a0f206a5174fd1cda5624de4f6b62d', 'http://pgp.mit.edu']",
94,2013,08,08,Ayogo-Health.md,True,,"['https://github.com/BaeSangRyol/Candy-Crunch', 'https://github.com/ggdagcheng/Candy-Crunch', 'https://github.com/jonesgithub/Candy-Crunch', 'https://github.com/ejjoo/Candy-Crunch', 'https://github.com/kurai021/Candy-Crunch', 'https://github.com/clarkewd/Candy-Crunch', 'https://github.com/prescod/match_three/']",['http://www.king.com/games/puzzle-games/candy-crush/?language=en_US&action=play'],
95,2013,12,31,SocialHood.md,True,,"['https://github.com/cisdev383/socialhood', 'https://github.com/socialhood/']",['https://socialhood.com'],
96,2013,09,23,Vectrosity.markdown,True,,['https://github.com/STOpandthink.../tree/master/Assets/Vectrosity'],['http://www.starscenesoftware.com/vectrosity.html'],
97,2013,03,14,Electronic-Arts.md,True,,['https://gist.github.com/anonymous/5133829'],,
98,2013,07,24,Sovren-Group.md,True,,"['https://github.com/Manojsnovaspace/TestProject/tree/master/SourceCode/Huntable/CommonDlls/Sovren', 'https://github.com/Manojsnovaspace/TestProject/tree/master/SourceCode/Huntable/CommonDlls/Sovren/SrpAllInOne.dll', 'https://github.com/DavidIHunt/AutoAgent/blob/master/Src/CVProcessor/bin/Debug/SrpAllInOne.dll', 'https://github.com/Manojsnovaspace/TestProject/tree/master/SourceCode/Huntable/CommonDlls/Sovren/SrpAllInOne.xml', 'https://github.com/Manojsnovaspace/TestProject/tree/master/SourceCode/Huntable/CommonDlls/Sovren/DocumentConversion.dll', 'https://github.com/DavidIHunt/AutoAgent/blob/master/Src/CVProcessor/bin/Debug/DocumentConversion.dll', 'https://github.com/Manojsnovaspace/TestProject/tree/master/SourceCode/Huntable/CommonDlls/Sovren/DocumentConversion.xml']",,
99,2013,05,21,Sulake.md,True,,['https://github.com/Quackster/Sierra'],"['http://www.habbo.com', 'http://www.sulake.com']",
